wallet,risk_propagated,risk_anomaly,risk_peeling,final_risk,involved_in_illicit_pattern,pattern_types_involved,is_seed,explanation,tie_break_score,anomaly_shap_reason,peeling_shap_reason,final_explanation
bc1qo5awlgitiz7tfp3g21cqtp3174gu65s6y5h3o0,3.490546231963774e-05,0.6415476685718545,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.64); participation in a high-confidence peeling chain (probability 1.00).,1.641582574034174,Driven by: an unusually high number of incoming payments (contributed +0.197); an atypical number of transactions (contributed +0.118); an unusually high number of outgoing payments (contributed +0.085).,Driven by: how tightly-timed the fastest hop was (contributed +0.173); the average time between hops (contributed +0.122); how tightly-timed the slowest hop was (contributed +0.084).,"[Anomaly] Driven by: an unusually high number of incoming payments (contributed +0.197); an atypical number of transactions (contributed +0.118); an unusually high number of outgoing payments (contributed +0.085). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.173); the average time between hops (contributed +0.122); how tightly-timed the slowest hop was (contributed +0.084)."
bc1q0as9v7lp1lexdnrgcl0kgdveyxfuvskk1hsnz6,5.3384783530131565e-06,0.6192119524169226,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.62); participation in a high-confidence peeling chain (probability 1.00).,1.6192172908952758,No individual feature stood out; flagged only by combined weak signals.,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] No individual feature stood out; flagged only by combined weak signals. [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.077)."
bc1quk18c7j0znruhmezvsq3heykukpxpsbtnbdzri,1.865391521293019e-05,0.6165770384651725,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.62); participation in a high-confidence peeling chain (probability 1.00).,1.6165956923803857,Driven by: an unusually high transaction frequency (contributed +0.113).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually high transaction frequency (contributed +0.113). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077)."
bc1qgvzpfcglckwt2e077u55d5q3ov9jydfzdtc5pa,0.0001432959852338,0.615020717281206,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.62); participation in a high-confidence peeling chain (probability 1.00).,1.61516401326644,Driven by: an unusually high number of outgoing payments (contributed +0.172); an unusually high number of incoming payments (contributed +0.167); an atypical number of transactions (contributed +0.152).,Driven by: how tightly-timed the fastest hop was (contributed +0.173); the average time between hops (contributed +0.122); how tightly-timed the slowest hop was (contributed +0.084).,"[Anomaly] Driven by: an unusually high number of outgoing payments (contributed +0.172); an unusually high number of incoming payments (contributed +0.167); an atypical number of transactions (contributed +0.152). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.173); the average time between hops (contributed +0.122); how tightly-timed the slowest hop was (contributed +0.084)."
bc1qagxbbi7ne86zmq0pr72pvk3yuz5h0gk8fkffgf,1.796491614098016e-06,0.6138437698666871,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.61); participation in a high-confidence peeling chain (probability 1.00).,1.6138455663583011,Driven by: an unusually high number of incoming payments (contributed +0.145); an atypical number of transactions (contributed +0.144); an unusually high number of outgoing payments (contributed +0.116).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually high number of incoming payments (contributed +0.145); an atypical number of transactions (contributed +0.144); an unusually high number of outgoing payments (contributed +0.116). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.077)."
bc1q0982n2atqyyv37dia5u6hc36kof8krd5eqy08p,5.346475651140838e-05,0.6099130971279485,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.61); participation in a high-confidence peeling chain (probability 1.00).,1.60996656188446,Driven by: an unusually high transaction frequency (contributed +0.119); an unusually high number of incoming payments (contributed +0.057); consistently high peer geo-velocity (contributed +0.035).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually high transaction frequency (contributed +0.119); an unusually high number of incoming payments (contributed +0.057); consistently high peer geo-velocity (contributed +0.035). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077)."
bc1qlk3e4xyf9igfu8iogxpbwhvnzh13cd5glqj5sx,6.332164839104764e-05,0.605437218207054,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.61); participation in a high-confidence peeling chain (probability 1.00).,1.605500539855445,Driven by: an unusually extreme single transaction amount (contributed +0.190); an unusually high transaction frequency (contributed +0.166); unusually large average transaction amount (contributed +0.128).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.120); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually extreme single transaction amount (contributed +0.190); an unusually high transaction frequency (contributed +0.166); unusually large average transaction amount (contributed +0.128). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.120); how tightly-timed the slowest hop was (contributed +0.077)."
bc1q9ewo7tcbw5qqb5i92wmsj9uk693p483chelhrx,8.944929526104133e-07,0.5964037154233696,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.60); participation in a high-confidence peeling chain (probability 1.00).,1.596404609916322,Driven by: an unusually high number of outgoing payments (contributed +0.161); an unusually high transaction frequency (contributed +0.071).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually high number of outgoing payments (contributed +0.161); an unusually high transaction frequency (contributed +0.071). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077)."
bc1qdou0ze3lnzkf3ikn9ntwjipo86k24zn0mwmkcw,6.008471337174692e-06,0.5950893543763767,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.60); participation in a high-confidence peeling chain (probability 1.00).,1.5950953628477138,Driven by: an unusually high number of outgoing payments (contributed +0.179); an unusually high transaction frequency (contributed +0.053); an atypical time-of-day transaction pattern (contributed +0.013).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually high number of outgoing payments (contributed +0.179); an unusually high transaction frequency (contributed +0.053); an atypical time-of-day transaction pattern (contributed +0.013). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077)."
bc1qtzk3ny9v20yar821uzvgww4fyb8dalfyo1750c,1.0053664967389589e-07,0.5899450866640823,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.59); participation in a high-confidence peeling chain (probability 1.00).,1.589945187200732,Driven by: an unusually high transaction frequency (contributed +0.113); consistently high peer geo-velocity (contributed +0.017).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually high transaction frequency (contributed +0.113); consistently high peer geo-velocity (contributed +0.017). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.077)."
bc1qyxaqafb6qdfe2k3ruuwy9zw5lf30ei0iou8h1b,2.658682267852947e-06,0.586485934535966,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.59); participation in a high-confidence peeling chain (probability 1.00).,1.5864885932182338,Driven by: an unusually high number of incoming payments (contributed +0.194); an atypical number of transactions (contributed +0.106); an unusually high number of outgoing payments (contributed +0.097).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.074).,"[Anomaly] Driven by: an unusually high number of incoming payments (contributed +0.194); an atypical number of transactions (contributed +0.106); an unusually high number of outgoing payments (contributed +0.097). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.074)."
bc1qhzocjecb4yhbm2hnsqlnap8meesmcouez7ryc2,6.993827225181109e-06,0.5641029883747648,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.56); participation in a high-confidence peeling chain (probability 1.00).,1.56410998220199,Driven by: an atypical number of transactions (contributed +0.166); an unusually high number of incoming payments (contributed +0.141); an unusually high number of outgoing payments (contributed +0.120).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an atypical number of transactions (contributed +0.166); an unusually high number of incoming payments (contributed +0.141); an unusually high number of outgoing payments (contributed +0.120). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.111); how tightly-timed the slowest hop was (contributed +0.077)."
bc1qne9ebhnqqa4p29xb4o6pjhnd3j5h4l1m3tfqco,7.389918399534866e-06,0.5544191850294744,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.55); participation in a high-confidence peeling chain (probability 1.00).,1.554426574947874,Driven by: an atypical number of transactions (contributed +0.161); an unusually high number of incoming payments (contributed +0.129); an unusually high number of outgoing payments (contributed +0.106).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.114); how tightly-timed the slowest hop was (contributed +0.078).,"[Anomaly] Driven by: an atypical number of transactions (contributed +0.161); an unusually high number of incoming payments (contributed +0.129); an unusually high number of outgoing payments (contributed +0.106). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.114); how tightly-timed the slowest hop was (contributed +0.078)."
bc1q3e6oqe09o8a906k37e4ey9jvb6hpphpm0d5wlw,2.993427261913252e-05,0.5525447116073434,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.55); participation in a high-confidence peeling chain (probability 1.00).,1.5525746458799623,Driven by: an unusually high number of outgoing payments (contributed +0.131); an unusually high transaction frequency (contributed +0.048).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually high number of outgoing payments (contributed +0.131); an unusually high transaction frequency (contributed +0.048). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.106); how tightly-timed the slowest hop was (contributed +0.077)."
bc1qyo4rcb1kjtgq01tee13n3bzt9d31k9qm3p91i3,7.547099061590611e-06,0.5404783095082796,1.0,1.0,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.54); participation in a high-confidence peeling chain (probability 1.00).,1.5404858566073412,Driven by: an unusually extreme single transaction amount (contributed +0.209); unusually large average transaction amount (contributed +0.198); an unusually high transaction frequency (contributed +0.187).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.120); how tightly-timed the slowest hop was (contributed +0.077).,"[Anomaly] Driven by: an unusually extreme single transaction amount (contributed +0.209); unusually large average transaction amount (contributed +0.198); an unusually high transaction frequency (contributed +0.187). [Peeling-chain, P=1.00] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.120); how tightly-timed the slowest hop was (contributed +0.077)."
