wallet,risk_propagated,risk_anomaly,risk_peeling,final_risk,involved_in_illicit_pattern,pattern_types_involved,is_seed,explanation,tie_break_score
bc1qj0ua9o6h0feeb9i9exbnxdxwbc1jlidiggn92f,1.91101743779683e-05,0.4916292334190937,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4916483435934715
bc1qd9y9b1yp4bg4w4hp5amvov4oyiz9iycr0l32u5,6.716766773211614e-06,0.48816860398501344,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4881753207517867
bc1qsr3jfyusq1u97rwjvie6dueprtiry3ti0m2q22,2.4645832914870987e-05,0.48765650708652014,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4876811529194351
bc1q46pl5nbti1ncv10x6wm1xrp4jdva787tag2m09,1.9426733866087267e-05,0.483714952479383,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4837343792132491
bc1qit8d9gx2hivdts8mg00crz17a8rnxpwnua6tdx,1.3337354077375402e-06,0.48364432660243384,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4836456603378416
bc1qlba0x9a8f8bor2keg7v48tpg7uv5ipbxmmnr1v,0.00044644442408542595,0.4808645904389232,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4813110348630087
bc1qte0y4hi5bhj3kfxsmtsvawnwgxv38pfitcgm6e,2.1677559517679105e-06,0.4791765645149385,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4791787322708903
bc1qlmi1j1z322kaioz46te5u9in7ofhepn3vwtkcn,2.2693475174007096e-06,0.47693495335039,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4769372226979074
bc1qd7gd0nwevhvqe5kn0w0brnb84xx9jc01jr5gxq,1.036667500377705e-05,0.4710808094525725,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4710911761275762
bc1qjme129ymwaz5gke1rzt23942irjji6cmyul3di,7.580389118115921e-06,0.46269773029088634,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4627053106800045
bc1q94i1q2g15r83y7418grzrky8raquefimddx13t,7.998389473319227e-06,0.4619779040249276,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4619859024144009
bc1qviy3zt3p6srd84bqq8dywwmoc0bj98uud7kw64,8.277853091697804e-06,0.46028770735192936,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.460295985205021
bc1qc6lbpj8t22c50b8y5dnwnguczh9ier7u8h0imj,1.6589663941569761e-06,0.4594294205889249,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4594310795553191
bc1q46t5bc1u0zq3g0rrsxqsaaye8s2wcz5g19qguy,7.504079379478636e-06,0.4536948395697018,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4537023436490812
bc1qaard7dq8vdgwmqebn26f4dqwml7o610hlsefgb,0.00171832892824759,0.4510597760934911,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4527781050217388
bc1qc67aibxjunms9m6egzgaap5uvk3oqqwm0dt08n,9.422864896714034e-07,0.4519411821409144,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.451942124427404
bc1qc9qh1j5tac9pfhj1oycfz61i3eyj5q0s9ajygz,3.795278421326577e-05,0.45072832573673954,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4507662785209527
bc1qt1500eeod1vaa4ltv5lx9beahza9t0z6m9zmxz,6.706962165071855e-06,0.44757310520061805,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4475798121627832
bc1q3wug0rqap37lxmzkg8jwnuk491rz84ems8e809,3.7359786313809115e-06,0.44317448823664246,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.443178224215274
bc1qhvbfy15k945y9kgmfvf3nys3uui5xbof8yh8km,2.8174168236071507e-06,0.44237130938481795,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4423741268016417
bc1qb7oxyvbz4gjhjj30u2vjf17acwf6pzifs4s5qt,0.00021994927720683698,0.43970637777415256,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4399263270513594
bc1qd2iptndbbcfcjtqejppttxwgcuu54heaglrhhk,1.2806585751023676e-05,0.4392716274207432,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4392844340064943
bc1q418zitzhx2g7u6x8w1qxsr97jxi6qxcwni30yv,4.105177953249975e-06,0.4334603904323352,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4334644956102884
bc1qk7596d4htuw52rb3bihf19j2vp8c6roczq1fzx,4.813200931418408e-06,0.4333118208896437,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4333166340905752
bc1qpriludqd6od6ih10ejqbeccxhj4wupr4tw5s63,4.061213651666946e-06,0.4326654167541031,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4326694779677547
bc1qtl48ornrfj6ns395pavh9ks02qh4e3u4ooxa8r,1.1795794778269261e-05,0.43112344922776213,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4311352450225403
bc1q8q0p5mw1c8n3vo0en9uu2y4ix0hy9kdppeq1zj,6.880146448856274e-06,0.4231948146585605,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4232016948050092
bc1qb1yoa8os23sbkp1l4wfxfmd13ug3zj395eri8d,4.826727481594465e-06,0.4136713853482598,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4136762120757413
bc1qajn23t8agedxqwbmj6v9ic8haj0irsc965qv3q,1.2953544267746607e-06,0.4075993993924311,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4076006947468578
bc1qhr59c81do6ouz1egntb34kuqaaj84rx6pryiej,7.575895942254807e-06,0.4046197352004818,1.0,1.0,True,"coinjoin,peeling",False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.404627311096424
bc1qb5gtnobc2f8dnz3lvr26ompi8yh6grbkcy7qfu,0.0004491989716859146,0.40322038718520375,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.4036695861568897
bc1qrbnvl0os3x23ietyr9x20bw2mrllgu1tlxzb63,6.42126496749572e-06,0.3989494292520119,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3989558505169795
bc1qby7uxu23vd141avye45qz9vx4xsq60mv6w2jgz,7.270267945756473e-06,0.3967111515675862,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.396718421835532
bc1qx3t8c7itiouray2ymvl2pjccxgk2ysi9zf3xiz,8.07267622970591e-05,0.39540582291996873,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3954865496822657
bc1qnu1uxf45x0ley2wz6ddy65mox9fxq6s27380uk,3.0486842147342143e-06,0.3937411934314552,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.39374424211567
bc1qhzh54g8tbzopso6jprzdi1eodl6urbjsad0j2n,7.479522847253059e-06,0.3932629620724045,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3932704415952517
bc1q06ftlo4qdbxvh7katqydshlv76mf4nnkm95d0p,1.2885101466677372e-05,0.39020467091836697,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3902175560198335
bc1qppqpxykfo7iqxbs000dk4k1nvkeeslvakv3x2c,6.91548387454914e-06,0.3823685853128577,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3823755007967322
bc1qxxwnrsnimux73a4rh7gn938ky4yuowziut00aa,2.2747450257127854e-05,0.3783378169524752,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3783605644027324
bc1q71phquz3mpkst69pv6lr0lu57bq0u75cnxle9l,9.760974588176122e-06,0.37338670234788846,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3733964633224767
bc1ql745csf0almwnmj0sisj424iq93h5ywl94mopa,4.232520036995397e-06,0.37238610609393447,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3723903386139715
bc1qdo4xxwxj46t9dnzwss9v66dqa4svkxb3ctojtf,1.2308633636574338e-05,0.3719434880782724,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.371955796711909
bc1qkuhyd07dvrmy93pomv7mbci56fjpz42q8bz53g,7.912264847923806e-06,0.37075876666738256,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3707666789322306
bc1q811id07t3ljokbzvyx9d18k9vak1vpangw3paj,3.001725301764664e-06,0.36550674996667937,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3655097516919812
bc1qw29py5kh2nxxms3rag0kxxkxnoad78qig6uo3z,4.282922678290293e-06,0.3627532695629215,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3627575524855997
bc1qdzo392ptg8325iupz883lfuok8cysh6xqguudj,7.157233463472989e-06,0.3616840021903811,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3616911594238446
bc1q5hsts68cfff8tx134l8xafsumuxqjctpvev64g,3.917063707453985e-06,0.35917456170116036,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3591784787648677
bc1qrsiv34j008cydvxvxyi1o46mzju1ucvm5o9coo,2.2188716877167135e-06,0.3591658160943604,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3591680349660482
bc1qdemm0uez19yei8p4yedn2z2v17tz63rrpncsqc,5.706045620043472e-06,0.3570176459370155,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3570233519826356
bc1q0yn4o5u58pdd8taiauxy9or1ati2huxmozxraz,9.83178854200979e-06,0.3503143236132517,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3503241554017937
bc1q31jwz55h7w8fkroufyb7e8v0mtb77meuuydux8,7.3715899644296484e-06,0.34631904103121985,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3463264126211842
bc1qfp64thu9qoo3t91aay0a1v9q3r1ss07zp3ufr4,8.265101541272675e-07,0.33757732222639397,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3375781487365481
bc1qbk6dhx16h7009wvnf751vutpqcmsv1r9y7n17l,2.5651647820131645e-06,0.33087381637409236,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3308763815388744
bc1qhb9eeq0cx5j1iipnqrpjz3n3m4lhckxpda6c6w,3.662624254236357e-06,0.33080092014506784,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.330804582769322
bc1qpoxrteo2t8fy620n8tteavt8k06moxsfh4gg24,9.915998327634818e-06,0.3244857261040789,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3244956421024066
bc1q5k5dj3rzql0h5qqjvwuptvn29mrqvd7x1jmh6t,1.3607464145484114e-06,0.3136249754596657,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.3136263362060803
bc1q93qnybmc06wrpx7j86fbojpgjjbkdypjz5eicu,0.013219971663794022,0.28257853998833804,1.0,1.0,False,,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.295798511652132
bc1q8ueno88uogmvv6v3v020iltr9uqrvn2aejgs5j,1.9121964637480466e-06,0.2931837442518182,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.293185656448282
bc1qbq6fwsklws8onkctq7vin5lvdo8yu98gfex6dc,2.177099760033751e-06,0.2905171924669448,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.2905193695667048
bc1q1b86isvyyrkpoywm42yjmleqmj1ssqvrua7bl1,7.728690083779834e-06,0.27353943825033233,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.2735471669404161
bc1q1bb2yaj1wr892kdpyta7d589tocp8fp1k8rzuo,6.865089996700209e-06,0.2689267421790856,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.2689336072690822
bc1qin3oeuvtyt8qzpky32orwixz2c9ros7yt2m6tw,2.849187687989688e-06,0.2544010151748879,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.254403864362576
bc1qeoz906gnhh4oipr11v127my89sfqeri7b03rag,0.0046869462342424804,0.24734504728398823,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.2520319935182307
bc1qz4xutxbe5nw8r3mu50cs9qb62j77rueoc7jnx8,7.415664763454266e-07,0.24292829721698286,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.2429290387834593
bc1qzmvutiymr0az0znz3t1wm3eqlsu8mijpw105uv,6.619194195173714e-07,0.24107026433109927,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.2410709262505188
bc1qw5zs9bk4ufsvuxzuykmg3duvschl80zd8ip5ob,8.581524958249562e-07,0.21023123650511646,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.2102320946576124
bc1qrbc76ub7l8v1zocfi4o6l1f90s9bp4m18o1bj9,0.0005749345652156003,0.20082122991074222,1.0,1.0,False,,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.2013961644759579
bc1q6k8z6r5cqm24bihb24ay2v58f22ejpkc0xtyvr,6.738021263643239e-07,0.19929802469572225,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.1992986984978486
bc1qcgspfrj2nwban52v58ng0dlhxbaac6qdcv2iyq,1.0804247382356137e-06,0.18912776134362475,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.189128841768363
bc1qfpj0i9wkh5z649hcf4j2bcy7txb60i8c9fn01j,5.425225586634042e-07,0.16718600030568742,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.167186542828246
bc1q4w7rpnkgd8abfs83jq1nkwm3n3e1i0b4dj7n79,7.775969259508821e-06,0.1589621169804854,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.158969892949745
bc1qxx60lxet8sjtnwu9s151vl9rz4d4yji359t8zg,7.162175794643185e-06,0.1492090701145752,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.1492162322903698
bc1q1c795rlqiob0nlw0vs52sq3b9so0uswbkok3qp,1.369432022807218e-06,0.14369490520691663,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.1436962746389394
bc1q9ozo13jf46de7kios320hmh74uz5lq0nh0rudb,1.1139352872817522e-06,0.1382816892394484,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.1382828031747356
bc1qw59sqwhbef46rf7bnhjw6qdbtfbsciqup06idi,5.104091710589211e-07,0.1372900201779299,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.137290530587101
bc1qf0bro5xyt861sechxg7fhi7fhrbksbxwjtvtok,1.4591566994309777e-06,0.11813856577552156,1.0,1.0,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 1.00).,1.118140024932221
