wallet,involved_in_illicit_pattern,pattern_types_involved,anomaly_score,shap_reason,shap_avg_amount_zscore_log,shap_max_abs_amount_zscore_log,shap_tx_count,shap_tx_frequency_per_day_log,shap_fan_in_degree,shap_fan_out_degree,shap_max_geo_velocity_kmh_log,shap_avg_geo_velocity_kmh_log,shap_time_of_day_entropy
bc1q3fpoyipk0qtl3q4n89qkns832ejx5td44k1j6f,True,peeling,0.6385986354644488,Driven by: an unusually high transaction frequency (contributed +0.076).,-0.5639449940534969,-1.2809983490046826,-0.8246823584860452,0.07630934388860786,-0.598793970274732,-1.0908371143620401,-0.3392806503308932,-0.17235195516390986,-0.43668431556210197
bc1qa4fejgxaa2ilgb0s0r2sds8b25sq8croyr6ccv,True,"fanout,peeling",0.6352695681646169,Driven by: an unusually high transaction frequency (contributed +0.110); physically implausible peer geo-velocity (contributed +0.006).,-1.2206992558835075,-1.7904788467418717,-0.5402297287175618,0.11044957003015347,-0.010983961379234889,-1.3605678812976418,0.006391771799355668,-0.0027728228417313316,-0.3451218983897558
bc1q15ahdbvzb0oih5csk30lvylkfxhkc856wpr97y,True,peeling,0.6329222349275326,Driven by: an unusually high transaction frequency (contributed +0.123); consistently high peer geo-velocity (contributed +0.089).,-0.1723595643137363,-0.9918442077275051,-1.0469879981041799,0.12252688432476194,-0.586062757778762,-1.918568306426187,-0.026248299707079283,0.08949904576375864,-0.5692540229814591
bc1q4u89yjb1qx6gvwrdmly4lyk83tqll8os9xtogn,False,,0.6304915479291731,Driven by: an unusually extreme single transaction amount (contributed +0.207); an unusually high transaction frequency (contributed +0.129); unusually large average transaction amount (contributed +0.082).,0.0822676156895436,0.20668240809961672,-1.191211540473754,0.12856164424658725,-1.159455465184664,-1.8219188591940823,-0.6248271844502803,-0.27660941764869795,-0.3859174430994805
bc1q8osvc1u5w2k2ub5zr8346aw0ewayaj5nd3ao4m,True,peeling,0.6269132944054434,Driven by: an unusually high number of incoming payments (contributed +0.138); an atypical number of transactions (contributed +0.116); an unusually high number of outgoing payments (contributed +0.097).,-1.0674176703368732,-1.043949172431706,0.11630295896621241,-1.3766887968081043,0.13815304687203797,0.09665714927950685,-0.9074097442540472,-0.8059862332302362,-0.10796887478189288
bc1qzs43c5ba75uuzpeal2w37d4ivsolmlgses6m03,True,peeling,0.6230322038015924,Driven by: an unusually high transaction frequency (contributed +0.136).,-0.7652590539290769,-1.493066744380307,-0.8300760856678364,0.1355758197038186,-0.00013116303817259432,-1.5064295728401547,-0.09802673670055477,-0.05417941216363067,-0.25492956217239715
bc1ql8hbgcj1gnfiue2wnf5ca7zvky2refjqigyvzw,True,peeling,0.6199657443381672,Driven by: an unusually high number of outgoing payments (contributed +0.148); an unusually high transaction frequency (contributed +0.051); an atypical time-of-day transaction pattern (contributed +0.002).,-1.2508536230426364,-1.3021690278343738,-0.1077541935993126,0.051102050530357386,-0.2118988800749311,0.14831548516566315,-1.0857192591837872,-1.0362180038996753,0.0015976126162841903
bc1qpseimvihcwi64ciyhe7ur23gdppq0y9dom5igq,False,,0.6185654094734206,Driven by: an unusually extreme single transaction amount (contributed +0.202); unusually large average transaction amount (contributed +0.131); an unusually high transaction frequency (contributed +0.077).,0.13063681654877943,0.20165664566959388,-1.4741764660254346,0.07659692018492964,-1.3661561218085918,-1.7004392576663685,-0.056970097258272095,0.029364941550716065,-0.600689258759938
bc1qaqvkizzqy72wx7ptx63cfl0ukeyz7srcbpljd8,False,,0.6173865724698254,Driven by: an unusually high transaction frequency (contributed +0.135); unusually large average transaction amount (contributed +0.048); consistently high peer geo-velocity (contributed +0.011).,0.04809336948631988,-0.6025832512062533,-1.1980697281129806,0.1354195440130411,-0.925723269690493,-1.5077267329920099,-0.15615951163269085,0.011029270395449153,-0.5362614130429251
bc1qzklookep7y6wktakpuxqphr62gdswm31yihair,True,"fanout,peeling",0.6162737719988494,Driven by: an unusually high transaction frequency (contributed +0.110); consistently high peer geo-velocity (contributed +0.062); physically implausible peer geo-velocity (contributed +0.051).,-0.7560955818250394,-1.7939810219015093,-0.6801263895215697,0.1098812613932525,-0.03200482899072528,-1.3504447070723251,0.05133695308587749,0.06226557569046364,-0.3161487810606144
bc1q6vasifpwioxd9css9toqw9ja2m0w10lbt3g2qz,True,peeling,0.6136274905561125,Driven by: an unusually high transaction frequency (contributed +0.142).,-0.3061590882938308,-0.8924374208141748,-0.8669894101750587,0.1421692569747438,-0.3431364161281416,-1.8297264070586552,-0.10712607535421877,-0.10806661131842851,-0.33024298659823104
bc1qioh6cvbphvgnqgmjmbukdqp1hkf286utios5hr,True,peeling,0.6126473911177647,Driven by: an unusually high number of outgoing payments (contributed +0.134); an unusually high transaction frequency (contributed +0.039).,-1.0125517043171608,-1.306695136148403,-0.285559260715383,0.038521260108915066,-0.47256147354519124,0.13372189547403573,-0.8632989467859266,-0.6866992151246956,-0.16296663281963383
bc1q1arxabofloaz1ro03ciny2et9mkb9xn4m41kht,True,fanin,0.6112540285444981,Driven by: an unusually high transaction frequency (contributed +0.144); an unusually extreme single transaction amount (contributed +0.136).,-0.22779540218683916,0.13574899630773943,-0.8383893591878587,0.14396761771980338,-1.0731389619628657,-0.4278135170943051,-1.198738331467012,-0.9131378420658128,-0.18513934490794498
bc1qktsg7fxzv4u3bbxux1oxrwk8r2ykccprhvlz04,False,,0.6101824230224556,Driven by: an unusually high transaction frequency (contributed +0.140); unusually large average transaction amount (contributed +0.129); consistently high peer geo-velocity (contributed +0.049).,0.12931907096022058,-0.7855652873743832,-1.0504419173839152,0.1403212739609143,-0.5296502607638988,-2.0820837813804545,-0.1539951861144893,0.048612782792067065,-0.2750187525020665
bc1qs3kkv9rftmttqlgzui1b0z3nx39rbsv55psq0o,True,fanout,0.6078961152697615,Driven by: an unusually high transaction frequency (contributed +0.108).,-0.6829077557941953,-1.865232790891192,-0.506298162351791,0.10785316033674591,-0.06199179172547453,-0.9513572041399381,-0.09113321290527984,-0.032012724667932285,-0.4199377122356066
bc1qqnyy95g5dog8cfeffh8aoy7rp0aga24smux2rx,True,peeling,0.6053451384746016,Driven by: an unusually high number of outgoing payments (contributed +0.125); an unusually high transaction frequency (contributed +0.049).,-0.7871604114708319,-1.126979754052565,-0.24792515662409825,0.049424287497872234,-0.4760760941216419,0.12475372304070928,-0.9942874403570195,-0.8307566869218226,-0.15185699313023124
bc1q6g5g79or7875aud9k9tr74qgefqjg02u1g463s,False,,0.6046693516984084,Driven by: an unusually high transaction frequency (contributed +0.122); consistently high peer geo-velocity (contributed +0.064); unusually large average transaction amount (contributed +0.014).,0.013703139271908929,-0.5074055444317498,-0.9945683975508254,0.12176971070179203,-1.2178655247519088,-1.4790187590531132,-0.050710363951191814,0.06403991670393684,-0.3742995060880948
bc1q8j1ui9l69isxuwvw1pm77xvmezxleaycdy1q1e,True,peeling,0.5995277654807591,Driven by: an atypical number of transactions (contributed +0.130); an unusually high number of incoming payments (contributed +0.120); an unusually high number of outgoing payments (contributed +0.092).,-0.5295862620398138,-0.25857878465331247,0.13030267274227997,-1.5851362731839205,0.11979600188920718,0.09166503241391283,-1.0601569089956382,-1.0486658595480258,-0.15778053091745256
bc1q2vwmd5tfu2snx1se3xr6n18beqerftnvijzx4x,True,peeling,0.5993226042502444,Driven by: an unusually high number of incoming payments (contributed +0.158); an atypical number of transactions (contributed +0.123); an unusually high number of outgoing payments (contributed +0.122).,-1.3030226113048275,-1.5199490376722409,0.12316294207667777,-0.8302834905926242,0.15848473026350102,0.12221422173984678,-0.4289810133302259,-0.4999215670665858,-0.11478640761298592
bc1qo5awlgitiz7tfp3g21cqtp3174gu65s6y5h3o0,True,peeling,0.598648118808023,Driven by: an unusually high number of incoming payments (contributed +0.197); an atypical number of transactions (contributed +0.118); an unusually high number of outgoing payments (contributed +0.085).,-1.7119146955388849,-1.5920096822713894,0.11783427752396938,-0.9010697425990232,0.1967423632363261,0.08538948828252997,-0.11140595586401471,-0.12618722110484448,-0.23381800404040848
bc1qi5ldslcb8qsspye9r1f63ai9hasez2nx1wvbd4,True,"fanin,fanout",0.5979962236115715,Driven by: an unusually high transaction frequency (contributed +0.137).,-0.3300579935149121,-0.7936901292074974,-0.7414848730134627,0.13688977553894577,-1.0276526227597287,-0.3967105901263972,-0.5318147260480578,-0.2953195369408127,-0.28049500445655934
bc1q1w1ht7pze9vifttd96qe3rzsj49itn7s55j2o7,False,,0.5958519435509761,Driven by: an unusually high transaction frequency (contributed +0.150); consistently high peer geo-velocity (contributed +0.047).,-0.31032093046181386,-0.619140788214434,-1.0443472625625514,0.14979063335672396,-0.34159225360724643,-1.4736598370749636,-0.1431182682716493,0.047342322526976316,-0.472196023082184
bc1qkhhuz83yuxyp3hbrbjeqvviaa2uaqe8btsmaq3,True,peeling,0.595566299208722,Driven by: an unusually high number of outgoing payments (contributed +0.154).,-1.6149517766210735,-1.8504525275472063,-0.08657488423967444,-0.04333413535049549,-0.15562898845863676,0.15358165159208012,-0.24862046027307164,-0.26014627223098497,-0.09402792054972942
bc1q0as9v7lp1lexdnrgcl0kgdveyxfuvskk1hsnz6,True,peeling,0.5912277680073607,No individual feature stood out; flagged only by combined weak signals.,-0.8271787280221765,-1.2915111851174177,-0.2506373699906021,-0.05229347162988578,-0.35208120610879917,-0.11089953197894808,-0.5783276182800594,-0.5163623993592185,-0.11280103723143166
bc1quk18c7j0znruhmezvsq3heykukpxpsbtnbdzri,True,peeling,0.590352399350456,Driven by: an unusually high transaction frequency (contributed +0.113).,-0.5595575741904787,-1.0172506487985487,-0.27689181797864126,0.11302275775917302,-0.37936069554750934,-0.11618888833838567,-0.9645042212289814,-0.7545534526858866,-0.11490848320782773
bc1qgvzpfcglckwt2e077u55d5q3ov9jydfzdtc5pa,True,peeling,0.5898353597774498,Driven by: an unusually high number of outgoing payments (contributed +0.172); an unusually high number of incoming payments (contributed +0.167); an atypical number of transactions (contributed +0.152).,-1.672403371977397,-1.8328190633930612,0.15172602723988132,-0.9376016834832649,0.16728765280729466,0.17246576161935728,-0.06886204128628098,-0.10089604489616885,0.063860029114779
bc1qagxbbi7ne86zmq0pr72pvk3yuz5h0gk8fkffgf,True,peeling,0.5894443554044947,Driven by: an unusually high number of incoming payments (contributed +0.145); an atypical number of transactions (contributed +0.144); an unusually high number of outgoing payments (contributed +0.116).,-0.9060464565762809,-0.8607371807256274,0.14350029531161607,-1.1933421450331723,0.1446685892370041,0.11571493596205752,-0.6976334584508743,-0.7171364194036882,-0.07642986751032231
bc1q4ve41w4s6fuyc5atdzyumnqizkqoelu8a3pwjt,True,peeling,0.5892919663018068,Driven by: an atypical number of transactions (contributed +0.150); an unusually high number of incoming payments (contributed +0.140); an unusually high number of outgoing payments (contributed +0.109).,-0.7580739816401219,-0.5199228369041312,0.1497473210500861,-1.3455653146714457,0.1402600404649173,0.10948033036325518,-0.9144830485531292,-0.8347743117431238,-0.07028831606076079
bc1q0982n2atqyyv37dia5u6hc36kof8krd5eqy08p,True,peeling,0.5881385109712236,Driven by: an unusually high transaction frequency (contributed +0.119); an unusually high number of incoming payments (contributed +0.057); consistently high peer geo-velocity (contributed +0.035).,-1.0381597874368549,-2.154663275601484,-0.2110472585121852,0.11868029246440139,0.057240728684526614,-0.7004774018136244,0.02264444110421287,0.035311775111839735,-0.14419137373001134
bc1qxaji0y6dpbhsahxthv3a3zmf8mdd4v30t9nt3w,False,,0.5870739055355534,Driven by: an unusually extreme single transaction amount (contributed +0.197); unusually large average transaction amount (contributed +0.151); an unusually high transaction frequency (contributed +0.127).,0.15096863554256718,0.19666049881321196,-0.45965437129757764,0.1271248766473915,-0.36545828580109996,-1.6300832597388004,-1.0528709808604975,-0.785369193861191,-0.1692017128333301
bc1qlk3e4xyf9igfu8iogxpbwhvnzh13cd5glqj5sx,True,peeling,0.5866515386483329,Driven by: an unusually extreme single transaction amount (contributed +0.190); an unusually high transaction frequency (contributed +0.166); unusually large average transaction amount (contributed +0.128).,0.12848264738247417,0.1899510815618442,-0.950450765801018,0.16644681895442884,-0.9431875422164798,-1.6249005106992984,-0.5372329862053545,-0.22515937862093707,-0.18119588858127147
bc1q9ewo7tcbw5qqb5i92wmsj9uk693p483chelhrx,True,peeling,0.5836504367741537,Driven by: an unusually high number of outgoing payments (contributed +0.161); an unusually high transaction frequency (contributed +0.071).,-1.2770615069992324,-1.510933345296024,-0.1114250741434379,0.07050485534752762,-0.21544131033984434,0.16092291133184553,-0.4491212605194403,-0.5656846799116251,-0.0032033902880609457
bc1qdou0ze3lnzkf3ikn9ntwjipo86k24zn0mwmkcw,True,peeling,0.5832137809723088,Driven by: an unusually high number of outgoing payments (contributed +0.179); an unusually high transaction frequency (contributed +0.053); an atypical time-of-day transaction pattern (contributed +0.013).,-1.2195520231749555,-1.36368895160065,-0.1278242848670732,0.0526183742479295,-0.21760634592213352,0.17855808524711883,-0.5742144619881439,-0.6320224936315916,0.01335109876477964
bc1qtzk3ny9v20yar821uzvgww4fyb8dalfyo1750c,True,peeling,0.5815047571481805,Driven by: an unusually high transaction frequency (contributed +0.113); consistently high peer geo-velocity (contributed +0.017).,-0.7423057614401322,-1.646055064561862,-0.4541400118166969,0.11262653442926751,-0.023783294705900054,-0.7927459133775664,-0.09831597301165838,0.01650602494125739,-0.21879306879634625
bc1qyxaqafb6qdfe2k3ruuwy9zw5lf30ei0iou8h1b,True,peeling,0.5803555608526405,Driven by: an unusually high number of incoming payments (contributed +0.194); an atypical number of transactions (contributed +0.106); an unusually high number of outgoing payments (contributed +0.097).,-1.2313415784283632,-0.7626540816131017,0.10612024355646693,-1.5917677918316977,0.19360534942280597,0.09733280519271059,-0.18325075488402073,-0.23699172997484075,-0.2088210191024313
bc1q1n5t844qh2btufdoapmlqs8lxsol15m9gqjanq,True,peeling,0.5793926060600488,Driven by: an unusually high number of incoming payments (contributed +0.201); an atypical number of transactions (contributed +0.125); an unusually high number of outgoing payments (contributed +0.093).,-1.3728482559953012,-0.888445523060894,0.12536638234382438,-1.3452698913889618,0.20120970887812256,0.09316041923305915,-0.18191957050492324,-0.21501941938212127,-0.20945819596116017
bc1qbjjuidce74ahjoysj8oyrhkknnaeo0142jfutg,True,peeling,0.5783305718920216,Driven by: an unusually high number of incoming payments (contributed +0.153); an atypical number of transactions (contributed +0.150); an unusually high number of outgoing payments (contributed +0.121).,-1.0365940663867435,-0.9903534802195028,0.1503882349991492,-0.8340538490205935,0.15347151903381706,0.1206465850747233,-0.5862199099224504,-0.6835493177709098,-0.059843122305210474
bc1q6nix9twu52iybhk3h3ys1duafa0xrjal1tpnsq,False,,0.5769985157972188,Driven by: an unusually high number of incoming payments (contributed +0.197); an unusually high transaction frequency (contributed +0.051); physically implausible peer geo-velocity (contributed +0.030).,-2.1208559051609575,-1.5976758780540852,-0.04020555455625265,0.05102821881898075,0.19697888535981076,-0.14228042169632904,0.02953246926872486,-0.012873180411083499,-0.09567414108857496
bc1qvwvm4w3zkwdeekgyspengwyx9trflqbmae38sr,True,peeling,0.575289195345317,Driven by: an unusually extreme single transaction amount (contributed +0.208); an unusually high transaction frequency (contributed +0.182); unusually large average transaction amount (contributed +0.133).,0.13283604997269427,0.20845619340206586,-1.2900152079600815,0.18241668935106378,-0.6302675721910995,-1.8402812434041802,-0.011083393610864424,0.08524928749609197,-0.5254863039215254
bc1q1swjckjlteiyzcotohp6vz41nam148p0tvhhpb,True,"fanin,fanout",0.5743812272239974,Driven by: an unusually extreme single transaction amount (contributed +0.180); an unusually high transaction frequency (contributed +0.067); unusually large average transaction amount (contributed +0.050).,0.050247743391677625,0.18031123524051162,-0.5348132316527531,0.06664698520519222,-0.04402982806252136,-1.0050074142115206,-1.1707665945765302,-0.9562802816618192,-0.25113856405652946
bc1q9enulqjidknwi5flul1rsrla8s8hmbr5xqt4p5,True,"fanin,fanout",0.572975908747888,Driven by: an unusually extreme single transaction amount (contributed +0.235); an unusually high transaction frequency (contributed +0.182); unusually large average transaction amount (contributed +0.161).,0.16130404168355647,0.23542080358909662,-1.2977656724869138,0.18246592847159535,-1.2384373907150876,-1.1628238280886727,-0.10510938028642478,-0.007094590190797749,-0.39658364631652643
bc1qhzocjecb4yhbm2hnsqlnap8meesmcouez7ryc2,True,peeling,0.572919519343321,Driven by: an atypical number of transactions (contributed +0.166); an unusually high number of incoming payments (contributed +0.141); an unusually high number of outgoing payments (contributed +0.120).,-0.6793252249012431,-0.40180502225302067,0.16584484763374843,-1.276490979267379,0.1407067239287137,0.1195869960780347,-0.8089695801950669,-0.8047841834608911,-0.08193265923187883
bc1qne9ebhnqqa4p29xb4o6pjhnd3j5h4l1m3tfqco,True,peeling,0.5697023752227455,Driven by: an atypical number of transactions (contributed +0.161); an unusually high number of incoming payments (contributed +0.129); an unusually high number of outgoing payments (contributed +0.106).,-0.47662164774013815,-0.14181053857319628,0.1607394831101611,-1.3089493446333067,0.1287838366374112,0.10586140396910443,-0.8845934598014625,-0.9551241642826159,-0.17222541415969367
bc1q3e6oqe09o8a906k37e4ey9jvb6hpphpm0d5wlw,True,peeling,0.5690796394097432,Driven by: an unusually high number of outgoing payments (contributed +0.131); an unusually high transaction frequency (contributed +0.048).,-1.3277141539175952,-1.3410485276408028,-0.14470967256453574,0.047571141387789624,-0.24958650656992326,0.1310414752473535,-0.10339697075408488,-0.09541661529442584,-0.4445152251623411
bc1qi2clp81l51flmnavycs44phh62myz9vlu8wpfq,False,,0.5663733610088157,Driven by: an unusually high transaction frequency (contributed +0.188); consistently high peer geo-velocity (contributed +0.002).,-1.314063883263514,-1.115489976392109,-0.4399420071779197,0.18768136159013554,-0.32605976823537075,-0.24507446350649484,-0.06860877756140504,0.001977962561848192,-0.13774064951095782
bc1q6qjiujv6oh9sdbdw2pcn9t84azytjxepq85jsg,True,peeling,0.5652051394574548,Driven by: an unusually high transaction frequency (contributed +0.150); consistently high peer geo-velocity (contributed +0.112); physically implausible peer geo-velocity (contributed +0.085).,-0.08371720601845621,-0.8661873661953726,-0.8707272692863351,0.1495351125081794,-0.24598116005041903,-1.3109547155213033,0.08452998053144069,0.11171380587639158,-0.39501398777366886
bc1qyo4rcb1kjtgq01tee13n3bzt9d31k9qm3p91i3,True,peeling,0.5650709505521382,Driven by: an unusually extreme single transaction amount (contributed +0.209); unusually large average transaction amount (contributed +0.198); an unusually high transaction frequency (contributed +0.187).,0.19823855378151992,0.20923371199789226,-1.233515852476053,0.1869817776779529,-0.5831642615764038,-1.898522231835896,0.02692380923319746,0.07088440596544698,-0.40035327032510115
bc1q54xreazmce71j9znd8qzv5u7xhruszvd006t5e,True,peeling,0.5634869162300383,Driven by: an atypical number of transactions (contributed +0.164); an unusually high number of incoming payments (contributed +0.129); an unusually high number of outgoing payments (contributed +0.111).,-0.442841768700343,-0.0843441348831981,0.16433361092403154,-1.2431895977280587,0.12941774998255978,0.11122360835299477,-0.8807222156064247,-0.9677784260032648,-0.1679017643324756
bc1qrr43ur4mfjhojalbh1nyks9urxijam31bxpgwj,True,peeling,0.5615109453917578,Driven by: unusually large average transaction amount (contributed +0.158); an unusually high transaction frequency (contributed +0.090); an unusually extreme single transaction amount (contributed +0.080).,0.1575692787184149,0.07998442631910768,-0.5056046779868197,0.08976824670410204,-1.4967652078945173,0.0019862849517056475,-0.8282566851796893,-0.6034779985382949,-0.22508643973567868
bc1qy36ddfgs3jonou9iy4x41dntcagrp2u4dtbh55,True,coinjoin,0.5579591005260582,Driven by: unusually large average transaction amount (contributed +0.216); an unusually extreme single transaction amount (contributed +0.203); an unusually high transaction frequency (contributed +0.174).,0.21629976736021372,0.20298619835697013,-1.226384629640591,0.17373112151280265,-0.2793360414307414,-1.9908867179008032,-0.011101346158780275,0.10004821409673319,-0.42145080322663964
bc1q81bmqf7zk94yxfiblejgublmntfk7orfqla09l,True,peeling,0.5567608411792362,Driven by: an atypical number of transactions (contributed +0.169); an unusually high number of incoming payments (contributed +0.159); an unusually high number of outgoing payments (contributed +0.129).,-0.7538062156370698,-0.5776758609721193,0.16855176567483263,-0.9712148952227457,0.15926911737678667,0.12919597639652708,-0.6512384340507965,-0.6630182690537607,-0.04438194968255333
bc1qppyr6epm47whkumcisyoxomtf075g514a9969t,True,peeling,0.5564459893464532,Driven by: an unusually high number of incoming payments (contributed +0.197); an unusually high transaction frequency (contributed +0.093); physically implausible peer geo-velocity (contributed +0.027).,-2.0145638938454056,-1.207939309643153,-0.04367286320977194,0.09265537367915119,0.1969039901337052,-0.15618958690187434,0.026831704535125123,0.0021243851881498524,-0.09210797058548313
bc1qqwfwp9k1uoaa2qyruy4kj8gvskoi4swh0tt9kv,True,peeling,0.5532964131145257,Driven by: an unusually high number of incoming payments (contributed +0.222); an atypical number of transactions (contributed +0.221); an atypical time-of-day transaction pattern (contributed +0.178).,-1.7931579030068088,-1.2708098012736906,0.22107100521562617,-0.6694526208375952,0.2223281368826115,0.17167119204698597,-0.07382332069784116,-0.09804456094735806,0.17815505316674146
bc1q6q3xlrfcd6mzsgippsfnkomv2xcdyk0x65mufm,False,,0.5531098223184269,Driven by: an atypical time-of-day transaction pattern (contributed +0.153); an unusually high transaction frequency (contributed +0.131); an atypical number of transactions (contributed +0.125).,-1.0848263608057465,-1.0573817719039298,0.12525979994689593,0.13122799869952845,-0.598729675418672,-0.5675666088572113,-0.08242197078523857,-0.1257209976417402,0.15308196510022629
bc1ql0ijkcu5x0hc8cah3gdhvs41lqfs6hn95s2gkf,True,peeling,0.5528357574687329,Driven by: an unusually high number of incoming payments (contributed +0.184); an atypical number of transactions (contributed +0.173); an unusually high number of outgoing payments (contributed +0.157).,-1.2498120024203059,-1.1638271380020633,0.17310650578426443,-0.7317948082315034,0.1835783575875541,0.15697754208614423,-0.12476091053579447,-0.20308589385835515,-0.14013395786526048
bc1qo2rntjlmz04x0qzfhomtzzf8adf7pchcbn9wsz,False,,0.5526568557297709,Driven by: an unusually high transaction frequency (contributed +0.183); consistently high peer geo-velocity (contributed +0.103); physically implausible peer geo-velocity (contributed +0.100).,-0.1731337134489933,-0.4068693621600872,-0.8254367363349183,0.18308380007366168,-1.1216439050746212,-0.8741495945599217,0.09987294954298594,0.1026394701511068,-0.07933149633778366
bc1qsqc38seootuia4tndgdbnl7nfpe5hdpvqg527v,False,,0.5514511116732408,Driven by: an unusually extreme single transaction amount (contributed +0.204); unusually large average transaction amount (contributed +0.102); an atypical number of transactions (contributed +0.003).,0.10190286773479638,0.20364937655701051,0.0031445170733174115,-1.1432175946345318,-0.4640893989707523,-0.35889872683253415,-0.5059322439962077,-0.5273127759461651,-0.37193334413324763
bc1qledo515igjzae557o7rci2afi41jip23rb1w0x,True,peeling,0.5513740690441779,Driven by: an unusually high number of outgoing payments (contributed +0.140); an unusually high transaction frequency (contributed +0.068); physically implausible peer geo-velocity (contributed +0.012).,-1.2067540610864709,-1.1297718357235065,-0.14749164245624333,0.06821455413793433,-0.24745932955537142,0.13982536161405984,0.011998022164852176,-0.008910258389712886,-0.5402730808277642
bc1qd2rttdwospe14ot4fpuh7znjzhobhgs59ymzy6,True,peeling,0.5506462363080176,Driven by: an atypical number of transactions (contributed +0.174); an unusually high number of incoming payments (contributed +0.162); an unusually high number of outgoing payments (contributed +0.130).,-0.7007074724293749,-0.46603867409992644,0.17448383389348848,-0.965871055481009,0.16163696092900448,0.12972874983293065,-0.648691500072477,-0.6833201215066317,-0.04231988852740202
