timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,input_prevouts,input_amounts,output_addresses,output_amounts,fee,geo_country,asn,label,pattern_type,sender_entity_ground_truth,output_entity_ground_truth,is_change_ground_truth,coinjoin_ground_truth,geo_exception_ground_truth,chain_id,group_id,hard_negative_chain_id,hop_index,chain_style,mix_size
2026-01-01T01:05:39,217.154.105.133,151.179.219.43,23395,8333,600d3144aebf24d0dc0f2b409a1f4f26556d9c8df43c5b6644f4f620ab28c773,"['bc1qzmpjrht7zewviytwbozd1at7o75rh8lx6dut07', 'bc1qzmpjrht7zewviytwbozd1at7o75rh8lx6dut07']","['genesis_47_716:0', 'genesis_47_347848:0']","[0.84568749, 0.29720176]",['bc1qi15cqzcuctsuflsehuds3qsqcq30o30ubmc97c'],[1.14174869],0.00114056,ES,AS8560,normal,normal,47,[50],[False],False,False,,,,,,
2026-01-01T01:11:47,220.80.225.117,166.27.122.127,27842,8333,5a761bcf616430ae7b78e2f3d396633a16f45741d563ef870f37afb3946117c8,['bc1q38xrg2gzr7txcb48y1o4izasnwywrratatj9a3'],['genesis_55_987678:0'],[2.445329],['bc1q5wi6fqjja26yfpmvxpj4hnriuu9k9xjuy0bvr6'],[2.44209741],0.00323159,KR,AS4766,normal,normal,55,[23],[False],False,False,,,,,,
2026-01-01T01:13:41,1.219.103.177,125.167.1.223,50411,8333,d61c7e484637c4e203a9bd6ddc340431545d7c849bde5e348d556c6e029ecbf1,['bc1q5uqpgb7r3ocwbfuk9e1v2isqp49kwv08hhxfgc'],['genesis_17_261250:0'],[4.24006864],"['bc1qzdo74v1qx8ertb74rs7gu0env5sn961j88qeoz', 'bc1q0kz4z7whwkmy9x8sylemruyp04k43safyh1fkj']","[2.56633619, 1.67084446]",0.00288799,KR,AS3786,normal,normal,17,"[55, 17]","[False, True]",False,False,,,,,,
2026-01-01T01:23:00,88.24.23.26,19.117.196.23,52424,8333,a826cca83173b06b0710c0fd99aea21eb8df32c7a0130cc253e8545ebbcb52e6,['bc1q6qjiujv6oh9sdbdw2pcn9t84azytjxepq85jsg'],['genesis_2_44770:0'],[0.0698519],['bc1qy36ddfgs3jonou9iy4x41dntcagrp2u4dtbh55'],[0.06980624],4.566e-05,ES,AS3352,normal,normal,2,[56],[False],False,False,,,,,,
2026-01-01T01:27:59,38.164.126.195,55.244.39.34,55417,8333,f25deb5db65dfccbd151269ef3c2b78042733ce9505b12d46e1eab484a3443f4,['bc1qtzk3ny9v20yar821uzvgww4fyb8dalfyo1750c'],['genesis_45_243923:0'],[0.05431223],['bc1q7bo119xp9n56nyxtxmgtt0iaakytt3imj70e3p'],[0.0542535],5.873e-05,US,AS174,normal,normal,45,[51],[False],False,False,,,,,,
2026-01-01T01:31:54,99.57.123.128,181.149.148.147,13277,8333,3c317bbc9ca9d3d01c8a1257c823355efd432a9a54f746a53a78962982829797,['bc1qd1xmxb9yo18pajssuuqo1vsmado8e7flqhrrpz'],['genesis_61_741535:0'],[0.23486099],['bc1q8zov7ln23y30ysxpnngh8riec4d145bm1enf31'],[0.23447754],0.00038345,US,AS7018,normal,normal,61,[34],[False],False,False,,,,,,
2026-01-01T01:34:56,38.164.126.195,53.30.179.137,11097,8333,cc3c22a64527a91c59ef5657cedc09d4fae24fcb0eeeeebd89397330deceaaf4,['bc1qi15cqzcuctsuflsehuds3qsqcq30o30ubmc97c'],['genesis_50_22977:0'],[0.15303934],['bc1q0kz4z7whwkmy9x8sylemruyp04k43safyh1fkj'],[0.15295349],8.585e-05,US,AS174,normal,normal,50,[17],[False],False,False,,,,,,
2026-01-01T01:40:31,116.38.47.104,161.235.8.32,34702,8333,d11962a69959ae92469214072ac9c4963f2bba7d7221a09fd01d40b235d2e1ad,['bc1qcxlvpymb5m9j98cwn2y8fv2bc2nnuvy8n1utox'],['genesis_39_595225:0'],[0.4686016],"['bc1q9enulqjidknwi5flul1rsrla8s8hmbr5xqt4p5', 'bc1q2lhgcsotdhhlmh1t939ayq6ww8yl68ntk63n2q']","[0.35350525, 0.11442934]",0.00066701,KR,AS17858,normal,normal,39,"[43, 39]","[False, True]",False,False,,,,,,
2026-01-01T01:42:00,148.137.212.97,152.115.227.3,43273,8333,83b75ea873d031228915176300752ad23aabb1d57ba48a2ca28e506eabe77689,['bc1qyo4rcb1kjtgq01tee13n3bzt9d31k9qm3p91i3'],['genesis_64_183869:0'],[2.88231764],"['bc1q5pdtz91x70fqldb2uuijnwpaytxw1vzc7d2kd1', 'bc1qpoxrteo2t8fy620n8tteavt8k06moxsfh4gg24']","[2.01975179, 0.85881939]",0.00374646,US,AS7150,normal,normal,64,"[40, 64]","[False, True]",False,False,,,,,,
2026-01-01T01:51:27,158.71.105.209,222.64.67.64,19710,8333,0b4e9ec19166f7c4a3f7f6a3dc7647b33cde529857709b295dd219af0e65dea8,['bc1qpseimvihcwi64ciyhe7ur23gdppq0y9dom5igq'],['genesis_4_454197:0'],[0.43272342],['bc1qmyofqewaouaxeqbnhl1n13jcat9mx2x18hafey'],[0.43234434],0.00037908,US,AS26810,normal,normal,4,[13],[False],False,False,,,,,,
2026-01-01T01:52:43,217.154.105.133,102.156.119.110,12075,8333,6271feecb99c0388a0ba05f608251eb8391484e5b85fc8d9f635423f80422d21,['bc1qin3oeuvtyt8qzpky32orwixz2c9ros7yt2m6tw'],['genesis_60_680714:0'],[0.05041437],['bc1qcxlvpymb5m9j98cwn2y8fv2bc2nnuvy8n1utox'],[0.05035508],5.929e-05,ES,AS8560,normal,normal,60,[39],[False],False,False,,,,,,
2026-01-01T01:52:52,221.216.67.123,164.36.6.253,34718,8333,c447c992fddc28d8cc0af3d322fe6ddf22b4cad74052f9910bd1517d1d2205c8,['bc1qs3kkv9rftmttqlgzui1b0z3nx39rbsv55psq0o'],['genesis_21_526797:0'],[0.54150959],"['bc1qktsg7fxzv4u3bbxux1oxrwk8r2ykccprhvlz04', 'bc1q5qmktgv44ftj5ccasbuov6tt9q1ni10kqsosx4']","[0.42066052, 0.11999982]",0.00084925,CN,AS4808,normal,normal,21,"[42, 21]","[False, True]",False,False,,,,,,
2026-01-01T01:55:20,106.226.111.23,90.109.77.236,48033,8333,f9f2f59da97168a8519dcf884fdd3adc107495f14876fa56dd8bbf36e136c773,['bc1qzklookep7y6wktakpuxqphr62gdswm31yihair'],['seed_10_187847:0'],[6.87843518],"['bc1qrmhrcnbh6nqqb9lzs34jtgxnx4sn6sm5rrvsff', 'bc1qagl58kxo9t7e8g8jdp0lvsnujza7tz0yncxll4']","[1.31598081, 5.55766388]",0.00479049,CN,AS4134,normal,normal,10,"[56, 9]","[False, False]",False,False,,,hardneg_10,0.0,,
2026-01-01T11:02:19,137.203.111.248,53.30.179.137,9405,8333,c59ff7be7379af63b3572d6222dd84023168aa989e9e4399ca89474a3d2bb149,['bc1qagl58kxo9t7e8g8jdp0lvsnujza7tz0yncxll4'],['f9f2f59da97168a8519dcf884fdd3adc107495f14876fa56dd8bbf36e136c773:1'],[5.55766388],"['bc1qxfq8myx444nlz15bcw790pdw5py6b2knftu2gc', 'bc1q6g5g79or7875aud9k9tr74qgefqjg02u1g463s']","[0.85330269, 4.70012193]",0.00423926,US,AS7355,normal,normal,9,"[22, 48]","[False, False]",False,False,,,hardneg_10,1.0,,
2026-01-03T05:17:55,88.24.23.26,110.161.71.64,39386,8333,1c1cf889d3d56e3187947dc0273b36aef94957094bba2859ad93beb9b22242ea,['bc1q6g5g79or7875aud9k9tr74qgefqjg02u1g463s'],['c59ff7be7379af63b3572d6222dd84023168aa989e9e4399ca89474a3d2bb149:1'],[4.70012193],"['bc1qff7so8w5038hvqrhofu1wsgy7vcneas6y3vg6v', 'bc1qt1dx6ta7ypp5zp7r1m264upj16dvtja0assnh2']","[0.39302988, 4.30373314]",0.00335891,ES,AS3352,normal,normal,48,"[32, 2]","[False, False]",False,False,,,hardneg_10,2.0,,
2026-01-04T00:16:03,88.24.23.26,187.196.179.247,33422,8333,d720624ca8972be034226629b45a347bcee225ed81e8bcee7291d1983fcfaf55,['bc1qt1dx6ta7ypp5zp7r1m264upj16dvtja0assnh2'],['1c1cf889d3d56e3187947dc0273b36aef94957094bba2859ad93beb9b22242ea:1'],[4.30373314],"['bc1q6vasifpwioxd9css9toqw9ja2m0w10lbt3g2qz', 'bc1qo2rntjlmz04x0qzfhomtzzf8adf7pchcbn9wsz']","[0.79161729, 3.51003753]",0.00207832,ES,AS3352,normal,normal,2,"[37, 24]","[False, False]",False,False,,,hardneg_10,3.0,,
2026-01-05T08:43:56,116.38.47.104,137.203.111.248,50665,8333,210484bf133e30e91b833e3b179a03b5a007b062b4694f501a4842d1dbe9bca1,['bc1qo2rntjlmz04x0qzfhomtzzf8adf7pchcbn9wsz'],['d720624ca8972be034226629b45a347bcee225ed81e8bcee7291d1983fcfaf55:1'],[3.51003753],"['bc1q15ahdbvzb0oih5csk30lvylkfxhkc856wpr97y', 'bc1qszwymx9djoyohaz7t0uum3i8qoagsusmesjt2j']","[0.92159948, 2.58735872]",0.00107933,KR,AS17858,normal,normal,24,"[52, 34]","[False, False]",False,False,,,hardneg_10,4.0,,
2026-01-06T09:57:56,217.154.105.133,3.175.61.253,13008,8333,83ddbb4a481f8ba8c1c09142c26bcb7270fbc7bd08737f3392833f3dca1d0bc8,['bc1q15ahdbvzb0oih5csk30lvylkfxhkc856wpr97y'],['210484bf133e30e91b833e3b179a03b5a007b062b4694f501a4842d1dbe9bca1:0'],[0.92159948],"['bc1qy36ddfgs3jonou9iy4x41dntcagrp2u4dtbh55', 'bc1qyil8sa3idy3c7rm6j8y6rh05hhiwfd7yxw1tbr']","[0.41608954, 0.50380979]",0.00170015,ES,AS8560,normal,normal,52,"[56, 52]","[False, True]",False,False,,,,,,
2026-01-06T10:06:44,220.80.225.117,116.38.47.104,30986,8333,350a8541cc0785a50d38e05e547d15ee81a0658b7d8495621cd7c024df6db1b9,['bc1qaqvkizzqy72wx7ptx63cfl0ukeyz7srcbpljd8'],['genesis_18_401078:0'],[0.24607744],['bc1q8zov7ln23y30ysxpnngh8riec4d145bm1enf31'],[0.24590706],0.00017038,KR,AS4766,normal,normal,18,[34],[False],False,False,,,,,,
2026-01-06T10:08:52,106.226.111.23,116.38.47.104,36974,8333,9bc5e2f80b9a4b0adb777df747fd732a539e9cdca75f77261e5986fc0d77d0bd,['bc1qehlxslg6mm1zxyvgiui9kkhzlm72jeyn9382kk'],['genesis_46_20896:0'],[0.80751123],['bc1qxaji0y6dpbhsahxthv3a3zmf8mdd4v30t9nt3w'],[0.80627266],0.00123857,CN,AS4134,normal,normal,46,[0],[False],False,False,,,,,,
2026-01-06T10:13:26,1.219.103.177,71.43.127.142,17515,8333,2f1b5eacf48b0a128affdfd39349c6226e19a07d17c98d25042d21ff63d65cb7,['bc1qdhylurtp0lzjjeget1ghr09skdgigatj9tze5r'],['genesis_16_673870:0'],[3.14028569],"['bc1qnoqu9y3z2t4h20rape6wtlrj4bdfhj4d0jmu3m', 'bc1qomyvuxt9kls1qcwq85x7pwo6cmlxzvo5270sqg']","[1.84640778, 1.29058411]",0.0032938,KR,AS3786,normal,normal,16,"[32, 16]","[False, True]",False,False,,,,,,
2026-01-06T10:14:52,168.46.48.1,132.142.188.117,22037,8333,5b82d96922db5ee926bcee6c036df2d554ac58c9941210781af9264dd83ca6e3,['bc1quhz1gv0e38daly8ozcywd14ve92mpnsm43d8w3'],['genesis_14_63941:0'],[0.4195451],"['bc1qs9dwd7oi0pesgbm65q57te8tvq05pxt6ridlof', 'bc1qas1ektyr1k12v2tg5pizx3hcws2wyjxtjgcedq']","[0.17786553, 0.24140966]",0.00026991,US,AS1761,normal,normal,14,"[57, 14]","[False, True]",False,False,,,,,,
2026-01-06T10:15:16,221.216.67.123,148.66.248.202,14047,8333,6cd55ab8aea8b024c5772450b6270f307bd5b59b874b55fdd1a4d0eda9867163,['bc1qep9p9w4j66cnoljq52wspofv177udktmonrvbj'],['bf6fbd5e5dc6c9e087c960d942b1000f68ac35da135e448f2827df02ff3b8642:0'],[0.29841033],"['bc1qf8cgvyie6ivwpvs7hzioykl1cq99chj755nf4z', 'bc1qifrml29q2l48c1cqg433e1i1p0bq1s9ryllwb7']","[0.13608238, 0.16216884]",0.00015911,CN,AS4808,normal,normal,10,"[6, 10]","[False, True]",False,False,,,,,,
2026-01-06T10:21:30,88.24.23.26,181.149.148.147,35832,8333,1fadbe3a7cfc75820ef554fb83fa38b53834de40082a90183272ba59fe15c8dd,['bc1qugnekrcpprcjiwvhdk8lw2lm349el8hl88kzru'],['genesis_59_830307:0'],[1.77222291],"['bc1qw9xa3kx7eedtjvzhwjr64dpja1wj0tpac56t4u', 'bc1qvoi8uyyf1irym81cmftdrluxm60an0jbzutrut']","[1.05426095, 0.71649689]",0.00146507,ES,AS3352,normal,normal,59,"[7, 59]","[False, True]",False,False,,,,,,
2026-01-06T10:24:13,69.48.69.247,102.156.119.110,54896,8333,d6850febc02519eac35870bbe2ab27e9168adad9c3fd60a993e93dae44e0dd34,['bc1qcjwtl9tqvdz4x1zhqimqodpxnf7c3dd03uvule'],['c37c45189bb4d07ef93f73f5ce9c1653fb3e51424f90c23f23b360ccd703541d:0'],[0.0135036],"['bc1q0hpmnz1udbfwyjxrpj1epkyrybovakhejla0gn', 'bc1q5wnwlc83gy1fkoldxb7gbdgbxnrwvbhza7x73q']","[0.00926631, 0.00421957]",1.772e-05,US,AS7029,normal,normal,28,"[30, 28]","[False, True]",False,False,,,,,,
2026-01-06T10:30:35,88.24.23.26,95.153.70.98,26277,8333,86c42a64a702540d98b888c52a2a6475b14a92a7d723e8061c8b6ae2873bb9f4,"['bc1q15ahdbvzb0oih5csk30lvylkfxhkc856wpr97y', 'bc1qyil8sa3idy3c7rm6j8y6rh05hhiwfd7yxw1tbr']","['genesis_52_811982:0', '83ddbb4a481f8ba8c1c09142c26bcb7270fbc7bd08737f3392833f3dca1d0bc8:1']","[0.22108792, 0.50380979]",['bc1qpseimvihcwi64ciyhe7ur23gdppq0y9dom5igq'],[0.72449106],0.00040665,ES,AS3352,normal,normal,52,[4],[False],False,False,,,,,,
2026-01-06T10:33:54,156.96.200.76,55.244.39.34,47066,8333,a7284b3cb31927e95a92f7c9dd696b5a6f9320d54f147cf676649953c6933c97,['bc1q1swjckjlteiyzcotohp6vz41nam148p0tvhhpb'],['genesis_12_649253:0'],[0.06267186],['bc1q4cowgzrixa11dpg8sbi4q2y9v86wzs3t60rjiw'],[0.06258694],8.492e-05,US,AS7029,normal,normal,12,[11],[False],False,False,,,,,,
2026-01-06T10:41:16,106.226.111.23,69.48.69.247,32209,8333,3da6f6b2558cc40d124440be3b603bb52422383c5af697062a0e2e8950700ab1,['bc1qzklookep7y6wktakpuxqphr62gdswm31yihair'],['seed_10_830956:0'],[21.11274373],"['bc1q1swjckjlteiyzcotohp6vz41nam148p0tvhhpb', 'bc1q6t94ow3litnt0mq8abkae6a9hl1737suudqfj6', 'bc1qi5ldslcb8qsspye9r1f63ai9hasez2nx1wvbd4', 'bc1qdo7002g3yu6vk0ucc1m3o55ixva1nkbtfshb0o', 'bc1qxfq8myx444nlz15bcw790pdw5py6b2knftu2gc', 'bc1q9enulqjidknwi5flul1rsrla8s8hmbr5xqt4p5']","[3.51527183, 3.51527183, 3.51527183, 3.51527183, 3.51527183, 3.51527183]",0.02111275,CN,AS4134,illicit,fanout,10,"[12, 36, 26, 33, 22, 43]","[False, False, False, False, False, False]",False,False,,group_1,,,,
2026-01-06T10:43:06,137.203.111.248,3.175.61.253,37678,8333,0ad07bc398656463a320f6f6d5832a742b8b5730b531a06fa8bd9b8742d99eae,['bc1q1swjckjlteiyzcotohp6vz41nam148p0tvhhpb'],['3da6f6b2558cc40d124440be3b603bb52422383c5af697062a0e2e8950700ab1:0'],[3.51527183],['bc1qn2twdl9zs13c9xqym52xg8p6befflzm764jwte'],[3.16723522],0.34803661,US,AS7355,illicit,fanin,12,[41],[False],False,False,,group_1,,,,
2026-01-06T10:44:16,132.142.188.117,137.203.111.248,16904,8333,dfcfe1d15a9666f3a3f259010c1717930f840d650a8ad4b6331a0d7cee2a7a25,['bc1q6t94ow3litnt0mq8abkae6a9hl1737suudqfj6'],['3da6f6b2558cc40d124440be3b603bb52422383c5af697062a0e2e8950700ab1:1'],[3.51527183],['bc1qn2twdl9zs13c9xqym52xg8p6befflzm764jwte'],[3.2077155],0.30755633,US,AS721,illicit,fanin,36,[41],[False],False,False,,group_1,,,,
2026-01-06T10:44:54,217.154.105.133,220.80.225.117,13507,8333,e8971c81cc050b828c6eea5d25bd614d8e0a134ba33890856358fda40300a0a4,['bc1qi5ldslcb8qsspye9r1f63ai9hasez2nx1wvbd4'],['3da6f6b2558cc40d124440be3b603bb52422383c5af697062a0e2e8950700ab1:2'],[3.51527183],['bc1qn2twdl9zs13c9xqym52xg8p6befflzm764jwte'],[3.10654699],0.40872484,ES,AS8560,illicit,fanin,26,[41],[False],False,False,,group_1,,,,
2026-01-06T10:46:36,106.226.111.23,26.71.63.151,10580,8333,51263d3851ce77ca11f837603d8951ddab60f473901e1c89061a73071208e8fc,['bc1qdo7002g3yu6vk0ucc1m3o55ixva1nkbtfshb0o'],['3da6f6b2558cc40d124440be3b603bb52422383c5af697062a0e2e8950700ab1:3'],[3.51527183],['bc1qn2twdl9zs13c9xqym52xg8p6befflzm764jwte'],[3.14227847],0.37299336,CN,AS4134,illicit,fanin,33,[41],[False],False,False,,group_1,,,,
2026-01-06T10:48:48,106.226.111.23,83.145.172.141,57870,8333,cf6352fe1bd896181b11f501fe324951e0ddf2abe0b6fff4cbbbb86a305f19e5,['bc1qxfq8myx444nlz15bcw790pdw5py6b2knftu2gc'],['3da6f6b2558cc40d124440be3b603bb52422383c5af697062a0e2e8950700ab1:4'],[3.51527183],['bc1qhn14eb8753ayeqahthsjr0fzauxbgk2wbxanj4'],[3.00548095],0.50979088,CN,AS4134,illicit,fanin,22,[41],[False],False,False,,group_1,,,,
2026-01-06T10:50:46,1.219.103.177,95.153.70.98,6792,8333,e3682856e2e4c9f73e42232bb2001cba0ff914ee3529246cdb6c3153f4e9c531,['bc1q9enulqjidknwi5flul1rsrla8s8hmbr5xqt4p5'],['3da6f6b2558cc40d124440be3b603bb52422383c5af697062a0e2e8950700ab1:5'],[3.51527183],['bc1qn2twdl9zs13c9xqym52xg8p6befflzm764jwte'],[3.09052811],0.42474372,KR,AS3786,illicit,fanin,43,[41],[False],False,False,,group_1,,,,
2026-01-06T10:51:53,187.196.179.247,216.201.250.37,44030,8333,6edaa005caaa53f9e229bfa80dfcac8a324a730f96284402e58f777cdac1f389,['bc1q1swjckjlteiyzcotohp6vz41nam148p0tvhhpb'],['genesis_12_257724:0'],[0.18775977],"['bc1qehlxslg6mm1zxyvgiui9kkhzlm72jeyn9382kk', 'bc1qr0aymk99jcjn9978imoe0sy5ypuplvqexuyhey']","[0.09587779, 0.09163019]",0.00025179,US,AS21260,normal,normal,12,"[46, 12]","[False, True]",False,False,,,,,,
2026-01-06T11:01:36,19.117.196.23,216.201.250.37,31405,8333,aae9f488fd7d5a5acc25816e16990ccff2d43db87737262d6c6a97d163b48544,['bc1qin3oeuvtyt8qzpky32orwixz2c9ros7yt2m6tw'],['genesis_60_510866:0'],[0.15533006],"['bc1q015oop767j2dg1wjuiiymyrsvzn4regb1ajo09', 'bc1q1c795rlqiob0nlw0vs52sq3b9so0uswbkok3qp']","[0.08421896, 0.07090358]",0.00020752,GB,AS52968,normal,normal,60,"[46, 60]","[False, True]",False,True,,,,,,
2026-01-06T11:09:23,55.244.39.34,90.109.77.236,59784,8333,05bdb31d37f418c2b119936bb9037b5e1cc5af670c98b9208a5559461dfbc2b4,"['bc1qpki7p5tb94874frhocn9j2qp89uzfk8ut0cvs4', 'bc1qpki7p5tb94874frhocn9j2qp89uzfk8ut0cvs4']","['genesis_5_520226:0', 'genesis_5_30914:0']","[4.6783723, 1.15510769]",['bc1ql44y9ik01l0vdp6orsnc2czo2sug5hcbbmhnqo'],[5.82374918],0.00973081,US,AS721,normal,normal,5,[58],[False],False,True,,,,,,
2026-01-06T11:12:54,88.24.23.26,171.183.32.204,58837,8333,157f316e8edbeebf1db58c389d2254b08c3bc8611b989b2a24b82476fb949e15,['bc1qugnekrcpprcjiwvhdk8lw2lm349el8hl88kzru'],['genesis_59_458089:0'],[1.00942997],['bc1qzeeqnsn2s8nn16uxf5gzpl1qweehwjq4ta5ivr'],[1.00843456],0.00099541,ES,AS3352,normal,normal,59,[41],[False],False,False,,,,,,
2026-01-06T11:22:19,220.80.225.117,88.24.23.26,18041,8333,9627e436ee6d79b55e3c10678f03ee6b0b6fc1077a34f7ccb09c58ff95288068,['bc1qaqvkizzqy72wx7ptx63cfl0ukeyz7srcbpljd8'],['genesis_18_833456:0'],[0.04546006],"['bc1qagl58kxo9t7e8g8jdp0lvsnujza7tz0yncxll4', 'bc1qy4k7bpgyvyv2gqu7dknncptkezjsszwd0w9ry7']","[0.02530941, 0.02012458]",2.607e-05,KR,AS4766,normal,normal,18,"[9, 18]","[False, True]",False,False,,,,,,
2026-01-06T11:31:22,116.38.47.104,19.117.196.23,11121,8333,838d79e07099bccf963af34f6f42985e95ca7682bc2d881ba7f2142ee7ddad7e,"['bc1q6vasifpwioxd9css9toqw9ja2m0w10lbt3g2qz', 'bc1q6vasifpwioxd9css9toqw9ja2m0w10lbt3g2qz', 'bc1q6vasifpwioxd9css9toqw9ja2m0w10lbt3g2qz']","['genesis_37_620298:0', 'genesis_37_376211:0', 'genesis_37_958377:0']","[0.03631204, 0.70398298, 0.84686747]","['bc1qikgeq20hwobm3hxyjckt1elou83g47rrbefq56', 'bc1qq37csuytaul62cf4mntfvge2l4zjd5n3ksgnbh']","[1.2103925, 0.37473912]",0.00203087,KR,AS17858,normal,normal,37,"[41, 37]","[False, True]",False,False,,,,,,
