wallet,avg_amount_zscore,max_abs_amount_zscore,tx_count,tx_frequency_per_day,fan_in_degree,fan_out_degree,max_geo_velocity_kmh,avg_geo_velocity_kmh,time_of_day_entropy,entity_ground_truth,involved_in_illicit_pattern,pattern_types_involved,avg_amount_zscore_log,max_abs_amount_zscore_log,tx_frequency_per_day_log,max_geo_velocity_kmh_log,avg_geo_velocity_kmh_log,anomaly_score
bc1q39moft6yriaddur82c06xq9jb354mype46aexl,-0.5514169162830946,0.5514169162830946,2,0.3610078134792964,1,1,6.91338776967247,6.91338776967247,1.0,14,False,,-0.43916865289754814,0.43916865289754814,0.3082254646369028,2.0685559795553545,2.0685559795553545,0.3916963888890038
bc1q2x2ezc7fov2ygnmby49e7eobjlzy1uu9ymszdx,-0.5728163667557757,0.5911639793312929,3,0.0564652246540415,2,1,83.95264448838259,45.88056512680889,1.584962500721156,29,False,,-0.4528678764831322,0.4644658108776224,0.0549286419184637,4.442093977573174,3.8476031999488485,0.4160868878000038
bc1qimyn4u9bxf445cri8bixoiq2q4qerxdouadvwk,0.1154926351777753,1.543321734793701,6,0.1130862915593212,3,3,255.3733593780515,56.73917453206259,2.2516291673878226,44,False,,0.10929613260758414,0.9334709962484082,0.1071365998894328,5.546634817066566,4.05593587783995,0.49669806204346184
bc1qzmpjrht7zewviytwbozd1at7o75rh8lx6dut07,0.1658876207424659,3.6312984284643086,13,0.2141146382583512,6,8,44854.33200787901,6663.584140545611,3.0391486719030705,47,True,peeling,0.15348270313117623,1.5328372668959669,0.19401511837539162,10.711197745769113,8.804562836149403,0.6662959784712541
bc1qi15cqzcuctsuflsehuds3qsqcq30o30ubmc97c,-0.1332198162703237,0.5547692935577428,10,0.18935512962827,4,6,15788.429134501504,2361.9194218924804,2.9219280948873623,50,False,,-0.1250629758230262,0.4413271703525822,0.17341125236289406,9.667095952986346,7.767653176686949,0.5393976139440082
bc1q38xrg2gzr7txcb48y1o4izasnwywrratatj9a3,-0.3866866070748216,0.5983465405247473,4,0.065669713265054,1,3,62.33670231785177,25.374598493179978,2.0,55,False,,-0.3269171656037044,0.4689696827351843,0.06360344027168331,4.148464976569996,3.2724013686729654,0.4693761469041595
bc1q5wi6fqjja26yfpmvxpj4hnriuu9k9xjuy0bvr6,-0.1170182351601626,0.9867213801398214,7,0.1145054860585594,3,5,4980.798924479697,883.5182721150413,2.1556390622295662,23,True,coinjoin,-0.11066284507481533,0.6864857323687568,0.10841079627093503,8.513546334606117,6.7850431715153965,0.4873308888619585
bc1q5uqpgb7r3ocwbfuk9e1v2isqp49kwv08hhxfgc,-0.1750092087116565,0.848867546987554,6,0.0987926862920574,1,5,91.87688387677332,38.28781673204803,2.2516291673878226,17,True,coinjoin,-0.16127598476682137,0.6145733148945471,0.09421201913024217,4.531274786835149,3.6709144639950524,0.536243760516716
bc1qzdo74v1qx8ertb74rs7gu0env5sn961j88qeoz,0.3661562163393282,0.4582664383616788,4,0.093745549731119,2,2,64.13624117041368,27.1796089647376,1.5,55,False,,0.3120011150340491,0.37724835925166306,0.08960808986414684,4.176481094320915,3.3385986300342143,0.45714793938469
bc1q0kz4z7whwkmy9x8sylemruyp04k43safyh1fkj,-0.4000421381893982,0.5730776318294778,8,0.1663478653467939,4,4,29603.524901731093,6057.101597218447,2.75,17,False,,-0.33650233487496894,0.4530339755789188,0.15387738421123665,10.29568249693071,8.709151762199022,0.49196285091205033
bc1q6qjiujv6oh9sdbdw2pcn9t84azytjxepq85jsg,0.0981592975912724,2.343972092271328,9,0.1703491302796236,3,6,6942.3467680724725,910.9599972433372,2.94770277922009,2,True,peeling,0.09363541233775846,1.2071593495749893,0.15730210624505453,8.845539180497058,6.815596126440557,0.5652051394574548
bc1qy36ddfgs3jonou9iy4x41dntcagrp2u4dtbh55,-0.392848799773017,0.5833546148111997,10,0.1640228424589074,3,7,5882.221204805063,1245.6063185219928,2.9219280948873623,56,True,coinjoin,-0.331351146029951,0.4595457702215009,0.1518819732222864,8.679859714838354,7.128180192966102,0.5579591005260582
bc1qtzk3ny9v20yar821uzvgww4fyb8dalfyo1750c,0.9199415753385614,4.36721375248494,5,0.0819453212256592,1,4,58.14911936451459,20.04488152152084,1.9219280948873625,45,True,peeling,0.6522947560655372,1.6803089195834515,0.07876064423576773,4.080061702139679,3.0466573724381356,0.5815047571481805
bc1qd1xmxb9yo18pajssuuqo1vsmado8e7flqhrrpz,-0.1712004598371275,0.5266687163746522,2,0.0583169288847326,1,1,0.0,0.0,1.0,61,True,peeling,-0.1580292568453312,0.42308805206056654,0.05667984329002051,0.0,0.0,0.40011648906908975
bc1qcxlvpymb5m9j98cwn2y8fv2bc2nnuvy8n1utox,-0.5002540810564131,0.5900348617003865,8,0.1514860956935387,4,5,49217.9995945878,9051.0548453569,2.725480556997868,39,True,coinjoin,-0.4056344811346856,0.4637559415895051,0.14105336525436588,10.80403499855742,9.110747065656515,0.5186187209171081
bc1q9enulqjidknwi5flul1rsrla8s8hmbr5xqt4p5,-0.2152243001819078,0.5999455477188653,12,0.196421000223929,6,6,24548.912620679694,5051.26538113207,3.084962500721156,43,True,"fanin,fanout",-0.19492866895754601,0.4699695959909017,0.17933460046474944,10.108463573977216,8.527592012006028,0.572975908747888
bc1q2lhgcsotdhhlmh1t939ayq6ww8yl68ntk63n2q,-0.4018306023728797,0.5680293938495253,4,0.0657534872084163,3,1,95.57784300796752,32.41700974587567,2.0,39,False,,-0.33777895561543836,0.449819667830014,0.06368204872765473,4.570349346461966,3.509065044175363,0.44872717710270926
bc1qyo4rcb1kjtgq01tee13n3bzt9d31k9qm3p91i3,-0.3119115539297356,0.5886374442624369,11,0.1798753817904186,4,7,2597.392748636328,706.2530358196694,2.913977073182752,64,True,peeling,-0.27148527508621656,0.462876695543693,0.1654088242483994,7.862648359260081,6.561388502600416,0.5650709505521382
bc1q5pdtz91x70fqldb2uuijnwpaytxw1vzc7d2kd1,-0.1823412239311182,0.5963540808084618,6,0.1132148653913687,3,3,1934.9266643019755,575.7259222987288,1.9182958340544896,40,False,,-0.16749656085169906,0.4677223295645505,0.10725210432762529,7.568341387109746,6.357367148976059,0.4298146866517608
bc1qpoxrteo2t8fy620n8tteavt8k06moxsfh4gg24,-0.3646259532005044,0.4516426774056336,6,0.0985282344971981,4,2,20059.67212407988,4412.620833799033,2.584962500721156,64,True,peeling,-0.31088036412533804,0.3726957961764824,0.09397131528617997,9.906516566641557,8.392450682311189,0.49331409583196384
bc1qpseimvihcwi64ciyhe7ur23gdppq0y9dom5igq,-0.2039919733777773,0.6031084860363176,13,0.2436387552211403,6,7,2535.8849311932395,423.58696776903065,3.238901256602631,4,False,,-0.18564268023465416,0.4719445482159905,0.21804156245211925,7.838692202320455,6.051116855837756,0.6185654094734206
bc1qmyofqewaouaxeqbnhl1n13jcat9mx2x18hafey,0.5755796072066637,6.067955369857093,10,0.1641526361127439,4,6,144.31574326450448,37.8278637457211,2.646439344671016,13,True,peeling,0.45462320915618004,1.9555712400426488,0.15199347139342131,4.978908914772205,3.6591381266679988,0.6600340805335339
bc1qin3oeuvtyt8qzpky32orwixz2c9ros7yt2m6tw,-0.4616615524149731,0.5900144993241552,5,0.0878145340778325,2,3,41.52422064774024,16.221143580045204,2.321928094887362,60,True,peeling,-0.3795738382319951,0.4637431352623574,0.08417066890094889,3.750073811194297,2.8461379067855495,0.47003061849681765
bc1qs3kkv9rftmttqlgzui1b0z3nx39rbsv55psq0o,0.8911242897919395,6.610367558007912,6,0.1143027740251355,1,5,12323.335328076771,2589.6279176435105,2.584962500721156,21,True,fanout,0.6371715145348713,2.029511470051228,0.10822889454559305,9.419331068700235,7.859655564554537,0.6078961152697615
bc1qktsg7fxzv4u3bbxux1oxrwk8r2ykccprhvlz04,-0.320131898743739,1.921588226693277,11,0.1807921297594422,4,8,18333.5846345504,1837.989829408016,2.617492461184755,42,False,,-0.27773165489699136,1.0721273816641157,0.16618550966523446,9.81654442601104,7.516971694087677,0.6101824230224556
bc1q5qmktgv44ftj5ccasbuov6tt9q1ni10kqsosx4,-0.5661162852384565,0.5661162852384565,2,0.3642104242587748,1,1,4.690365835752604,4.690365835752604,1.0,21,False,,-0.4485988510304371,0.4485988510304371,0.310575817507319,1.7387745405798025,1.7387745405798025,0.3914687275197557
bc1qzklookep7y6wktakpuxqphr62gdswm31yihair,1.0635398640944356,6.643567466284665,7,0.1145744019417027,1,6,3339.914258750708,804.9751493187645,2.521640636343318,10,True,"fanout,peeling",0.7244228887030508,2.03386444004192,0.10847262975078135,8.113999778678362,6.692052909920595,0.6162737719988494
bc1qrmhrcnbh6nqqb9lzs34jtgxnx4sn6sm5rrvsff,-0.4395893638675555,0.5826824846770884,8,0.1313690567713127,4,4,108.76846542389636,41.25509874957016,2.5,56,False,,-0.36435790894006564,0.4591211825599619,0.123428454049036,4.698373287678907,3.743725026985081,0.5267274063743526
bc1qagl58kxo9t7e8g8jdp0lvsnujza7tz0yncxll4,-0.0262104419280293,1.3013784256815537,8,0.1565103623581709,4,4,21573.77066767679,3277.303022072931,2.1556390622295662,9,False,,-0.025872834808230397,0.8335082589310021,0.14540716275139512,9.979279886355242,8.09508119617624,0.5066765897725429
bc1qxfq8myx444nlz15bcw790pdw5py6b2knftu2gc,0.4035652537074102,6.0733206138710605,10,0.1656210242088481,5,7,94.5982210879461,18.33066024674021,2.4182958340544896,22,True,"fanin,fanout",0.3390156092961227,1.956330046288645,0.15325401297782254,4.560154212017554,2.961692449219442,0.6740010790398037
bc1q6g5g79or7875aud9k9tr74qgefqjg02u1g463s,-0.0082354433861093,1.5713520379099255,11,0.2088607135942524,6,7,14615.681209423225,1507.8721356151514,2.931208948910323,48,False,,-0.008201717162639953,0.9444318453628945,0.1896783570505099,9.58991870407516,7.319117720661541,0.6046693516984084
bc1qff7so8w5038hvqrhofu1wsgy7vcneas6y3vg6v,-0.435487704208594,0.4723476766326183,4,0.0786458531265936,2,2,147.3062784026238,66.5733998780838,2.0,32,False,,-0.3615046550310428,0.3868581857819737,0.07570641472385801,4.9992795840712425,4.213214412682507,0.4203249395063092
bc1qt1dx6ta7ypp5zp7r1m264upj16dvtja0assnh2,0.1324257174249682,0.8707322881174737,4,0.2571644788587136,2,2,123.71121311124388,49.65175839737466,2.0,2,False,,0.1243619845460916,0.6263299521358222,0.22885877137310331,4.826000769342997,3.9249739467233704,0.4524954176953366
bc1q6vasifpwioxd9css9toqw9ja2m0w10lbt3g2qz,0.3195491978710137,2.3874189224943594,8,0.1591428023454223,3,7,198.23463951100447,38.6707462107117,2.5219280948873624,37,True,peeling,0.2772901615037649,1.2200682516003807,0.1476807684548415,5.294483223160373,3.6806140448033626,0.6136274905561125
bc1qo2rntjlmz04x0qzfhomtzzf8adf7pchcbn9wsz,0.2256752070135793,1.36271190856269,9,0.1807034047347266,5,5,3695.2664376098655,698.3822220580425,2.321928094887362,24,False,,0.20349188154644968,0.8598100731093603,0.1661103665845372,8.21507851826126,6.550197405458689,0.5526568557297709
bc1q15ahdbvzb0oih5csk30lvylkfxhkc856wpr97y,0.214103871218547,3.0045107591155094,11,0.227321977758611,4,8,3224.877773836625,1158.7762162101574,3.2516291673878226,52,True,peeling,0.1940062501127025,1.387421415534267,0.20483454186636016,8.078960370130016,7.055982348429311,0.6329222349275326
bc1qszwymx9djoyohaz7t0uum3i8qoagsusmesjt2j,-0.2412457788116083,0.5970083934340744,5,0.1651300399064263,3,2,2456.7869789053766,638.4547739596303,2.321928094887362,34,True,coinjoin,-0.21611553561545732,0.46813212496989326,0.1528327030256413,7.8070166219706385,6.460615897579243,0.4232789025080139
bc1qyil8sa3idy3c7rm6j8y6rh05hhiwfd7yxw1tbr,-0.0444254494938645,0.4734608029800954,8,0.1551688954610179,5,3,148179.5179758935,22186.37688740916,2.75,52,True,fanin,-0.04346692511954903,0.38761392153883617,0.14424656311959563,11.906186525550268,10.007278797465888,0.5473022455942542
bc1qaqvkizzqy72wx7ptx63cfl0ukeyz7srcbpljd8,-0.0910362751037687,1.7297843790294396,12,0.2159438545978045,5,7,23944.24355128265,3471.326796396077,3.4182958340544896,18,False,,-0.08712795570585513,1.0042226240371244,0.1955206102722533,10.083524984004274,8.15258019473688,0.6173865724698254
bc1qehlxslg6mm1zxyvgiui9kkhzlm72jeyn9382kk,-0.4759696411122144,0.5744006814322247,7,0.1259294794914847,3,4,15541.439943002668,2681.8666580888143,2.235926350629033,46,False,,-0.389315157614591,0.4538746801360229,0.11860889853017187,9.651329622086013,7.8946411503791225,0.4699859016660052
bc1qxaji0y6dpbhsahxthv3a3zmf8mdd4v30t9nt3w,-0.3836938682834597,0.6045499836056439,6,0.228585740377043,3,6,336784.4735778262,71635.75474470046,0.9864267287308424,0,False,,-0.324756639291795,0.47284333322069566,0.20586370328040274,12.727201429712986,11.179363555660885,0.5870739055355534
bc1qdhylurtp0lzjjeget1ghr09skdgigatj9tze5r,-0.3279387057625264,0.5960187215043199,7,0.1255397138699173,3,4,1890.3437797218985,338.0992053784291,2.807354922057604,16,False,,-0.2836278946897511,0.4675122292246826,0.11826266627737418,7.545042849978648,5.82629270580366,0.47942988389502283
bc1qnoqu9y3z2t4h20rape6wtlrj4bdfhj4d0jmu3m,-0.2558059939872183,0.5534370501480855,8,0.1446767556656167,4,4,6435.905986179212,1392.9759571437885,2.75,32,False,,-0.22777759272933687,0.44046992772199556,0.13512228768704174,8.769803266722906,7.23991534378564,0.48198221467394825
bc1qomyvuxt9kls1qcwq85x7pwo6cmlxzvo5270sqg,-0.1640943975050948,0.1640943975050948,2,0.0386964665289,1,1,0.3788298381968848,0.3788298381968848,1.0,16,False,,-0.1519434435339886,0.1519434435339886,0.037966529425201276,0.3212351961262171,0.3212351961262171,0.4277543772765319
bc1qs9dwd7oi0pesgbm65q57te8tvq05pxt6ridlof,-0.4068454994946004,0.5462430628076043,4,0.0719365609453163,2,2,7.93441423770814,2.644804745902713,1.5,57,False,,-0.3413499636413124,0.43582815825215476,0.06946688267485743,2.1899105882875576,1.2933027963722468,0.4612600156789821
bc1qas1ektyr1k12v2tg5pizx3hcws2wyjxtjgcedq,-0.5244196611822722,0.5244196611822722,2,0.1623430003203643,1,1,0.0,0.0,1.0,14,False,,-0.4216137875874197,0.4216137875874197,0.1504377958709722,0.0,0.0,0.3895511286875974
bc1qf8cgvyie6ivwpvs7hzioykl1cq99chj755nf4z,-0.5786774329710361,0.5986450593482288,4,23.1309818619905,2,4,7176.421238415449,3547.5743451121584,1.792481250360578,6,False,,-0.4565874287621953,0.469156432568597,3.183496569318449,8.878695438534168,8.174301208883273,0.5242036728245802
bc1qifrml29q2l48c1cqg433e1i1p0bq1s9ryllwb7,-0.5342024738943875,0.6069438009030224,5,0.0896885192466994,3,3,3538.197134287061,894.8251130642376,2.2516291673878226,10,False,,-0.42801068503973005,0.47433411470828024,0.0858918932442751,8.171655182181219,6.797745207611368,0.4374123419985423
bc1qugnekrcpprcjiwvhdk8lw2lm349el8hl88kzru,-0.2366108708886941,2.276661292059984,12,0.2160780581985242,4,9,116278.3207026166,16367.221192190393,2.873140679513133,59,True,peeling,-0.21237446905362975,1.1868250052230844,0.1956309740811892,11.663750512744986,9.70309700179697,0.6465699466911321
bc1qvoi8uyyf1irym81cmftdrluxm60an0jbzutrut,-0.3050983963823961,0.5952960820992965,10,0.1806592935092503,5,5,795.3588768659133,173.9602620891918,2.8464393446710154,59,True,coinjoin,-0.2662784374589956,0.46705935041964686,0.16607300576274203,6.680049934575971,5.164558874362314,0.5490161482317403
bc1q0hpmnz1udbfwyjxrpj1epkyrybovakhejla0gn,-0.5439215067032327,0.6041462631783971,10,0.180903878692224,4,6,29526.778229535244,4786.667414246715,2.9219280948873623,30,False,,-0.43432561268286846,0.47259169180728244,0.16628014414186928,10.293086734167382,8.473798601910756,0.5505185784350456
bc1q5wnwlc83gy1fkoldxb7gbdgbxnrwvbhza7x73q,-0.6058795001259898,0.6058795001259898,2,25.076186329995643,1,1,0.0,0.0,1.0,28,False,,-0.47367158165479867,0.47367158165479867,3.2610224966877692,0.0,0.0,0.4273876010823894
bc1q1swjckjlteiyzcotohp6vz41nam148p0tvhhpb,-0.0976344684969292,0.5999455477188653,5,0.4053232452881172,1,4,370426.85415235127,115985.23441840298,0.7219280948873623,12,True,"fanin,fanout",-0.09315738101036981,0.4699695959909017,0.34026734414489057,12.822413979122102,11.661226794239932,0.5743812272239974
bc1q4cowgzrixa11dpg8sbi4q2y9v86wzs3t60rjiw,-0.5415218397589174,0.5858339891193184,2,10.9394783489491,1,2,1693.0877286402767,1693.0877286402767,0.9182958340544896,11,False,,-0.4327701361054741,0.461110445047656,2.4798504176423006,7.434899661734264,7.434899661734264,0.4641135310670582
bc1q6t94ow3litnt0mq8abkae6a9hl1737suudqfj6,0.008201629178445,0.5999455477188653,4,0.1374327748536198,2,2,226371.96642643688,75478.63315136875,1.5,36,True,"fanin,fanout",0.008168178592924544,0.4699695959909017,0.12877377106676716,12.329939211938019,11.231618139260934,0.5101133337257409
bc1qdo7002g3yu6vk0ucc1m3o55ixva1nkbtfshb0o,0.0199518493129875,0.5999455477188653,7,0.1458761408331872,4,4,26278.31925837948,4397.549310365927,1.75,33,True,"fanin,fanout",0.01975541962602058,0.4699695959909017,0.13616953289933947,10.17653756885283,8.389030063353074,0.49157176476640485
bc1qn2twdl9zs13c9xqym52xg8p6befflzm764jwte,0.5007846861447792,3.7479311487890334,15,0.2703407983689438,7,9,730007.1049820826,78094.4425553537,2.8522170014624826,41,True,"coinjoin,fanin,peeling",0.40598809542297415,1.557708975544772,0.23928520964477065,13.500810915778121,11.265686980160377,0.7177328182222762
bc1qhn14eb8753ayeqahthsjr0fzauxbgk2wbxanj4,0.0818594834895361,0.6041506042213313,3,0.0635253791487256,2,1,0.0,0.0,1.584962500721156,41,True,fanin,0.07868130460588885,0.4725943979427266,0.06158921917099825,0.0,0.0,0.4763779015308774
bc1qr0aymk99jcjn9978imoe0sy5ypuplvqexuyhey,-0.5353002208503136,0.5846203722634499,7,0.1255739120197778,5,2,5455.313665549486,926.8788414457576,2.807354922057604,12,False,,-0.42872594553101806,0.4603448658739407,0.11829304959474193,8.604528687890877,6.832901165475761,0.5119473707926634
bc1q015oop767j2dg1wjuiiymyrsvzn4regb1ajo09,-0.5613199994671562,0.578404754342995,4,0.3255199748324834,2,2,37506.23982884998,14021.77535351208,2.0,46,False,,-0.44553161697997,0.4564146878498333,0.2818048162920039,10.532289255427079,9.548438097738963,0.4599570464736753
bc1q1c795rlqiob0nlw0vs52sq3b9so0uswbkok3qp,-0.3511318693208224,0.5829777477183692,4,0.0721147375522263,3,1,3303.2729400527624,1104.7873716987508,2.0,60,True,peeling,-0.30094266289030924,0.45930772376809,0.06963308821988803,8.102971740203742,7.0083129137796165,0.4332519378384109
bc1qpki7p5tb94874frhocn9j2qp89uzfk8ut0cvs4,0.2626985999564507,2.7623719107466376,7,0.1260470575681588,3,5,9304.757856716056,1922.8714071514853,2.5,5,True,peeling,0.23325117669214399,1.325049585840117,0.11871332064545238,9.13838861194099,7.562094792792162,0.5377329868896022
bc1qzeeqnsn2s8nn16uxf5gzpl1qweehwjq4ta5ivr,-0.1030454154962987,0.4820091828380152,6,0.1083022987915017,3,3,270.197845740916,94.4804960926975,2.2516291673878226,41,False,,-0.09807491394438783,0.3933987231016723,0.10282938395729552,5.602848612601491,4.558921997233184,0.45507216629426167
bc1qy4k7bpgyvyv2gqu7dknncptkezjsszwd0w9ry7,-0.5830727827300888,0.6004171321451091,8,0.3394050100539896,4,4,48496.6132013714,7606.834798748026,2.75,18,False,,-0.4593677575615081,0.4702643028581103,0.29222549300793815,10.78926986337175,8.936933889839631,0.5219656284407377
bc1qikgeq20hwobm3hxyjckt1elou83g47rrbefq56,-0.1916351587368875,0.1916351587368875,2,0.0423849584416463,1,1,1.0831327470760486,1.0831327470760486,1.0,41,False,,-0.17532644690751878,0.17532644690751878,0.04151131698690429,0.7338728890413518,0.7338728890413518,0.42398152475261713
bc1qq37csuytaul62cf4mntfvge2l4zjd5n3ksgnbh,-0.4786293992954757,0.4786293992954757,2,0.0691312545682437,1,1,0.0,0.0,1.0,37,False,,-0.39111557714045925,0.39111557714045925,0.0668464070766,0.0,0.0,0.3909881316543926
bc1qhbn5elb45l6d10a1whhkt1yjfe8udttj72ugl6,-0.2811061565889081,0.6525571953401198,15,0.2709717158635749,8,7,2844.464499599207,415.496077805897,3.323231428797621,22,True,"fanin,fanout",-0.24772388957388516,0.5023239035457238,0.23978173850854467,7.953481601985457,6.031877044529897,0.648140770258259
bc1qwyqmlh13c71ud2zdlx1q8f6jng7l4lrcer4kmu,-0.3098753933613423,0.4844667317285339,9,0.1904424161499871,5,5,11571.894951968388,4521.413737327787,3.1219280948873624,12,False,,-0.2699320131174124,0.3950556045485554,0.17432501630831854,9.356421000814606,8.416801142975384,0.5339874785273542
bc1q0982n2atqyyv37dia5u6hc36kof8krd5eqy08p,1.3026023482214293,6.187487700799677,3,0.1026251773768497,1,3,46.255874341034655,31.2996964838054,1.5,25,True,peeling,0.8340399390699137,1.9723416949289163,0.09769386146457351,3.855576970890062,3.47505783339825,0.5881385109712236
